TOBACCO|2026-07-05|2534.15
TOBACCO|2026-07-12|2922.25
TOBACCO|2026-07-19|2217.43
TOBACCO|2026-07-26|2324.96
TOBACCO|2026-08-02|3007.66
TOBACCO|2026-08-09|2440.68
TOBACCO|2026-08-16|1300.52
TOBACCO Accessories|2026-04-19|26.91
TOBACCO Accessories|2026-04-26|787.19
TOBACCO Accessories|2026-05-03|479.00
TOBACCO Accessories|2026-05-10|132.36
TOBACCO Accessories|2026-05-17|6.78
TOBACCO Accessories|2026-05-24|134.99
TOBACCO Accessories|2026-05-31|16.95
TOBACCO Accessories|2026-06-07|2.82
TOBACCO Accessories|2026-06-14|1.13
TOBACCO Accessories|2026-06-21|5.65
TOBACCO Accessories|2026-06-28|6.77
TOBACCO Accessories|2026-07-05|2.51
TOBACCO Accessories|2026-07-12|2.00
TOBACCO Accessories|2026-08-09|16.95
VAPE & CIGAR|2026-04-12|6.26
VAPE & CIGAR|2026-04-19|59.42
VAPE & CIGAR|2026-04-26|39.15
VAPE & CIGAR|2026-05-03|76.84
VAPE & CIGAR|2026-05-10|45.82
VAPE & CIGAR|2026-05-17|29.24
VAPE & CIGAR|2026-05-24|32.77
VAPE & CIGAR|2026-05-31|51.07
VAPE & CIGAR|2026-06-07|38.00
VAPE & CIGAR|2026-06-14|42.04
VAPE & CIGAR|2026-06-21|6.00
VAPE & CIGAR|2026-06-28|22.92
VAPE & CIGAR|2026-07-05|31.52
VAPE & CIGAR|2026-07-12|52.09
VAPE & CIGAR|2026-07-19|40.91
VAPE & CIGAR|2026-07-26|20.12
VAPE & CIGAR|2026-08-02|42.54
VAPE & CIGAR|2026-08-09|10.14
VAPE & CIGAR|2026-08-16|14.74
WATER|2026-04-12|21.50
WATER|2026-04-19|34.00
WATER|2026-04-26|37.50
WATER|2026-05-03|44.00
WATER|2026-05-10|26.50
WATER|2026-05-17|28.50
WATER|2026-05-24|57.50
WATER|2026-05-31|72.50
WATER|2026-06-07|34.50
WATER|2026-06-14|73.00
WATER|2026-06-21|61.50
WATER|2026-06-28|87.00
WATER|2026-07-05|44.50
WATER|2026-07-12|24.50
WATER|2026-07-19|25.00
WATER|2026-07-26|56.00
WATER|2026-08-02|39.00
WATER|2026-08-09|46.50
WATER|2026-08-16|26.00
Wine|2026-04-12|15.66
Wine|2026-04-19|43.60
Wine|2026-04-26|93.59
Wine|2026-05-03|97.57
Wine|2026-05-10|57.90
Wine|2026-05-17|75.28
Wine|2026-05-24|168.22
Wine|2026-05-31|90.58
Wine|2026-06-07|14.65
Wine|2026-06-14|73.56
Wine|2026-06-21|74.57
Wine|2026-06-28|73.25
Wine|2026-07-05|59.30
Wine|2026-07-12|88.57
Wine|2026-07-19|57.20
Wine|2026-07-26|45.00
Wine|2026-08-02|147.20
Wine|2026-08-09|30.00
Wine|2026-08-16|15.00
