Temp_Stock_Company|SalesRate|decimal|23509
Temp_Stock_Company|ManufacturingDate|nchar|0
Temp_Stock_Company|ExpiryDate|nchar|10
Temp_Stock_Company|Qty|decimal|3794
(8 rows affected)
UnitMaster|Unit|nchar|1
(1 rows affected)
UserRights|ID|int|34
UserRights|ModuleName|nchar|34
UserRights|UR_Save|bit|29
UserRights|UR_Update|bit|25
UserRights|UR_Delete|bit|28
UserRights|UR_View|bit|30
UserRights|UserID|nchar|34
(7 rows affected)
