Product Name,Product Description,Cost Price,Selling Price,Tax Percentage,Category Name
Wild Pink Salmon,Wild Pink Salmon,0.00,5.99,0.00,GROCERY NO TAX
Windsor Table Salt,Windsor Table Salt,0.00,2.99,0.00,GROCERY NO TAX
DOOR GUARD LOCK,DOOR GUARD LOCK,0.00,3.94,13.00,HARDWARE
10 SUPER FORT,10 SUPER FORT,0.00,3.38,13.00,HEALTH & BEAUTY
ALL ONE SIZE,BANDAGE,0.00,4.51,13.00,HEALTH & BEAUTY
Axe Apollo,Axe Apollo,0.00,6.77,13.00,HEALTH & BEAUTY
Axe Epic fresh,Axe Epic fresh,0.00,6.77,13.00,HEALTH & BEAUTY
Axe Phonix,Axe Phonix,0.00,6.77,13.00,HEALTH & BEAUTY
Band-aid,Band-aid,1.67,3.38,13.00,HEALTH & BEAUTY
BIC 5T,BIC 5T,0.00,6.77,13.00,HEALTH & BEAUTY
BIC BIG LIGHTER,BIC BIG LIGHTER,0.00,2.83,13.00,HEALTH & BEAUTY
bic small,bic small,0.00,2.25,13.00,HEALTH & BEAUTY
BLISTEX REGULAR,BLISTEX REGULAR,0.00,3.94,13.00,HEALTH & BEAUTY
BOUNCE 15,BOUNCE 15,1.79,4.51,13.00,HEALTH & BEAUTY
brownies mega,brownies mega,0.00,2.81,13.00,HEALTH & BEAUTY
BUTANE G,BUTANE G,0.00,6.77,13.00,HEALTH & BEAUTY
Chapstick,Chapstick,1.75,4.51,13.00,HEALTH & BEAUTY
CLASSIC DOUBLE EDGE BLADES,CLASSIC DOUBLE EDGE BLADES,0.00,4.51,13.00,HEALTH & BEAUTY
colgate  95 ml,colgate  95 ml,0.00,3.38,13.00,HEALTH & BEAUTY
COMPOSTABL3E BIRCH FORKS 24,COMPOSTABL3E BIRCH FORKS 24,1.79,4.51,13.00,HEALTH & BEAUTY
Conrstarch Baby Powder,Conrstarch Baby Powder,0.00,9.03,13.00,HEALTH & BEAUTY
Cotton Swabs,Cotton Swabs,0.00,2.83,13.00,HEALTH & BEAUTY
Dove Hair Spray Extra Hold,Dove Hair Spray Extra Hold,0.00,11.29,13.00,HEALTH & BEAUTY
Dove Men care shampoo,Dove Men care shampoo,0.00,10.16,13.00,HEALTH & BEAUTY
Dove Shampoo,Dove Shampoo,0.00,10.16,13.00,HEALTH & BEAUTY
DURACELL 2 PACK,DURACELL 2 PACK,0.00,4.51,13.00,HEALTH & BEAUTY
Duracell AA4,Duracell AA4,0.00,9.03,13.00,HEALTH & BEAUTY
Duracell AAA2,Duracell AAA2,0.00,4.51,13.00,HEALTH & BEAUTY
Duracell AAA4,Duracell AAA4,0.00,9.03,13.00,HEALTH & BEAUTY
Durag,Durag,0.00,4.51,13.00,HEALTH & BEAUTY
Du-Rag,Du-Rag,0.00,4.51,13.00,HEALTH & BEAUTY
Equate Nail Polish Remover,Equate Nail Polish Remover,0.00,6.50,13.00,HEALTH & BEAUTY
FEBEZE MEDITERRANEAN LAVENDER,FEBEZE MEDITERRANEAN LAVENDER,3.99,7.90,13.00,HEALTH & BEAUTY
Gain laundry liquid,Gain laundry liquid,0.00,11.29,13.00,HEALTH & BEAUTY
GAIN ORIGINAL DRYER SHEET,GAIN ORIGINAL DRYER SHEET,2.79,5.64,13.00,HEALTH & BEAUTY
GARBAGE BAGS,GARBAGE BAGS,0.00,2.81,13.00,HEALTH & BEAUTY
Garnier Fructis Shampoo,Garnier Fructis Shampoo,0.00,7.90,13.00,HEALTH & BEAUTY
Gillette Series,Gillette Series,0.00,9.03,13.00,HEALTH & BEAUTY
Gillette shaving foam 49gm,Gillette shaving foam 49gm,0.00,2.25,13.00,HEALTH & BEAUTY
Glass rose,Glass rose,0.00,4.51,13.00,HEALTH & BEAUTY
Global Beauty Care Wipes,Global Beauty Care Wipes,0.00,7.90,13.00,HEALTH & BEAUTY
Gravol easy to swallow,Gravol easy to swallow,3.39,7.90,13.00,HEALTH & BEAUTY
Habibi Pre rolled tip,Habibi Pre rolled tip,0.00,4.51,13.00,HEALTH & BEAUTY
HOT RIDER,HOT RIDER,0.00,3.38,13.00,HEALTH & BEAUTY
JUMBO COTTON BALLS,JUMBO COTTON BALLS,0.00,2.25,13.00,HEALTH & BEAUTY
Lesalon Cosmetic pads,Lesalon Cosmetic pads,0.00,2.54,13.00,HEALTH & BEAUTY
Lesalon nail clipper,Lesalon nail clipper,1.99,3.38,13.00,HEALTH & BEAUTY
LETS PARTY 24,LETS PARTY 24,1.09,2.81,13.00,HEALTH & BEAUTY
Lip Medex,Lip Medex,0.00,4.51,13.00,HEALTH & BEAUTY
Lovu cotton swabs,Lovu cotton swabs,0.00,4.51,13.00,HEALTH & BEAUTY
Lsta mint chill,Lsta mint chill,0.00,2.50,13.00,HEALTH & BEAUTY
Magnum,Magnum,1.99,4.51,13.00,HEALTH & BEAUTY
Meta pipe 50,Meta pipe 50,0.00,5.64,13.00,HEALTH & BEAUTY
NIBO BUTANE 162G,NIBO BUTANE 162G,0.00,5.64,13.00,HEALTH & BEAUTY
Nivea Men Boost Shower Gel,Nivea Men Boost Shower Gel,0.00,10.16,13.00,HEALTH & BEAUTY
Nivea men shower,Nivea men shower,0.00,10.16,13.00,HEALTH & BEAUTY
Nivea men Shower Gel,Nivea men Shower Gel,0.00,10.16,13.00,HEALTH & BEAUTY
Nivea Men Shower Gel,Nivea Men Shower Gel,0.00,10.16,13.00,HEALTH & BEAUTY
Noorani Hanna,Noorani Hanna,0.00,6.77,13.00,HEALTH & BEAUTY
Noorani Hanna,Noorani Hanna,0.00,6.77,13.00,HEALTH & BEAUTY
PAMOLIVE 828UNI,PAMOLIVE 828UNI,0.00,4.51,13.00,HEALTH & BEAUTY
Panasonic AA4,Panasonic AA4,0.99,3.38,13.00,HEALTH & BEAUTY
Panasonic AAA4,Panasonic AAA4,1.29,3.38,13.00,HEALTH & BEAUTY
Pantene,Pantene,0.00,9.03,13.00,HEALTH & BEAUTY
Pur-est Cotton swab,Pur-est Cotton swab,0.00,2.83,13.00,HEALTH & BEAUTY
Pur-est liquid soap,Pur-est liquid soap,0.00,4.51,13.00,HEALTH & BEAUTY
Pur-est liquid soap,Pur-est liquid soap,0.00,4.51,13.00,HEALTH & BEAUTY
Q-tips cotton swabs,Q-tips cotton swabs,0.00,5.64,13.00,HEALTH & BEAUTY
"RAID ANT,ROACH & EARWIG","RAID ANT,ROACH & EARWIG",8.99,14.68,13.00,HEALTH & BEAUTY
RAW CLASSIC CONES,RAW CLASSIC CONES,0.00,4.51,13.00,HEALTH & BEAUTY
reactine EXTRA STRENGTH,reactine EXTRA STRENGTH,4.29,7.90,13.00,HEALTH & BEAUTY
RONSON,RONSON,0.00,5.64,13.00,HEALTH & BEAUTY
royal,royal,0.00,4.85,13.00,HEALTH & BEAUTY
ROYAL OAK CHARCOAL LIGHTER 946UNI,ROYAL OAK CHARCOAL LIGHTER 946UNI,0.00,6.77,13.00,HEALTH & BEAUTY
ROYAL SCRUB,ROYAL SCRUB,1.39,3.04,13.00,HEALTH & BEAUTY
SBK Knee support,SBK Knee support,0.00,4.51,13.00,HEALTH & BEAUTY
SCOTTIES,SCOTTIES,0.00,2.54,13.00,HEALTH & BEAUTY
SKITTLES GUMMIES ORIGINAL 57G,SKITTLES GUMMIES ORIGINAL 57G,0.00,2.25,13.00,HEALTH & BEAUTY
Softsoap Body Wash,Softsoap Body Wash,0.00,7.90,13.00,HEALTH & BEAUTY
SOS 10 PADS,SOS 10 PADS,1.76,3.38,13.00,HEALTH & BEAUTY
Spa Soap,Spa Soap,0.00,4.51,13.00,HEALTH & BEAUTY
speed stick,speed stick,2.69,6.77,13.00,HEALTH & BEAUTY
SPEED STICK COOL CLEAN,SPEED STICK COOL CLEAN,2.69,6.77,13.00,HEALTH & BEAUTY
TABLE ACCENT PLASTIC TEASPOON,TABLE ACCENT PLASTIC TEASPOON,2.99,3.38,13.00,HEALTH & BEAUTY
TABLE ACCENTS 15 PAPER PLATES,TABLE ACCENTS 15 PAPER PLATES,2.49,3.96,13.00,HEALTH & BEAUTY
TABLE ACCENTS FORKS,TABLE ACCENTS FORKS,0.99,2.59,13.00,HEALTH & BEAUTY
TANG ORANGE,TANG ORANGE,0.00,4.51,13.00,HEALTH & BEAUTY
tide og 1 litre,tide og 1 litre,0.00,12.42,13.00,HEALTH & BEAUTY
TMPR Hydrogen Peroxide,TMPR Hydrogen Peroxide,0.00,4.51,13.00,HEALTH & BEAUTY
Trojan classic,Trojan classic,0.00,4.51,13.00,HEALTH & BEAUTY
Trojan naked,Trojan naked,2.39,4.51,13.00,HEALTH & BEAUTY
TUFF GUYY 40 STRONG GARBAGE BAGS,TUFF GUYY 40 STRONG GARBAGE BAGS,4.49,9.03,13.00,HEALTH & BEAUTY
TWEEZERS,TRIM,0.00,3.49,13.00,HEALTH & BEAUTY
Tylenol Extra strength ez tabs,Tylenol Extra strength ez tabs,4.69,9.03,13.00,HEALTH & BEAUTY
VASELINE BLUESEAL,VASELINE BLUESEAL,1.29,3.38,13.00,HEALTH & BEAUTY
VASELINE UV 100 ML,VASELINE UV 100 ML,0.00,4.51,13.00,HEALTH & BEAUTY
WINDEX ORIGINAL,WINDEX ORIGINAL,0.00,7.90,13.00,HEALTH & BEAUTY
Xtricity light bulb clear 60 watts,Xtricity light bulb clear 60 watts,0.00,3.38,13.00,HEALTH & BEAUTY
ZIPPO FLUID 355ML,ZIPPO FLUID 355ML,0.00,13.55,13.00,HEALTH & BEAUTY
BLUE BEER CUP,BLUE BEER CUP,2.85,3.22,13.00,HOUSE HOLD ITEM
Kirkland towel,Kirkland towel,0.00,4.51,13.00,HOUSE HOLD ITEM
ICEMAN ICE,ICEMAN ICE,0.00,4.51,13.00,ICE
"CANDY,GUMS & CHOCOLATES raspberry truffl","CANDY,GUMS & CHOCOLATES raspberry truffle",0.00,10.16,13.00,Ice cream
chuny monkey,chuny monkey,0.00,10.16,13.00,Ice cream
Haagen Dazs,Haagen Dazs,0.00,10.16,13.00,Ice cream
Haagen Dazs,Haagen Dazs,0.00,10.16,13.00,Ice cream
Melona Icecream,Melona Icecream,0.00,2.81,13.00,Ice cream
Melona strawberry,Melona strawberry,0.00,2.81,13.00,Ice cream
Parlour Juice Pop,Parlour Juice Pop,0.00,1.75,13.00,Ice cream
parlour Pop Mango,parlour Pop Mango,0.00,1.75,13.00,Ice cream
"Ben & Jerry- CANDY,GUMS & CHOCOLATES chi",473 ML,0.00,11.29,13.00,ICE CREAMS
BEN & JERRY HALF BAKED,BEN & JERRY HALF BAKED,0.00,10.16,13.00,ICE CREAMS
BEN & JERRY SALTED CARAMEL ALMOND,BEN & JERRY SALTED CARAMEL ALMOND,0.00,9.03,13.00,ICE CREAMS
"BN CANDY,GUMS & CHOCOLATES FUDGE BROWNIE","BN CANDY,GUMS & CHOCOLATES FUDGE BROWNIE 454UNI",0.00,10.16,13.00,ICE CREAMS
DRUMSTICK VANILLA CARAMEL,DRUMSTICK VANILLA CARAMEL,0.00,4.28,13.00,ICE CREAMS
DRUMSTICK VANILLA FUDGE,DRUMSTICK VANILLA FUDGE,0.00,4.28,13.00,ICE CREAMS
HAAGEN DAZZ VANILLA ALMOND,HAAGEN DAZZ VANILLA ALMOND,2.62,5.41,13.00,ICE CREAMS
HAAGEN DAZZ VANILLA MILK,HAAGEN DAZZ VANILLA MILK,0.00,5.41,13.00,ICE CREAMS
Haiegendas Choc,Haiegendas Choc,0.00,10.16,13.00,ICE CREAMS
kit kat double crunch,kit kat double crunch,0.00,3.94,13.00,ICE CREAMS
Mega Sandwich,Mega Sandwich,0.00,2.25,13.00,ICE CREAMS
mr.freeze,mr.freeze,0.00,1.01,13.00,ICE CREAMS
Nestle  oreoASSORTED SANDWICH single,Nestle  oreoASSORTED SANDWICH single,0.00,3.94,13.00,ICE CREAMS
"Nestle drumstick CANDY,GUMS & CHOCOLATES","Nestle drumstick CANDY,GUMS & CHOCOLATES fudge",2.06,4.51,13.00,ICE CREAMS
Nestle drumstick salty caramel,Nestle drumstick salty caramel,0.00,4.51,13.00,ICE CREAMS
Nestle drumstick strawberry,Nestle drumstick strawberry,0.00,4.51,13.00,ICE CREAMS
NESTLE VANILLA CAKE,NESTLE VANILLA CAKE,0.00,2.25,13.00,ICE CREAMS
POPSICLE LIFE SAVER,POPSICLE LIFE SAVER,0.00,3.15,13.00,ICE CREAMS
FULL KING SIZE 25,CAMEL,0.00,16.75,13.00,JTI VAPE & CIGARATE
Allens Apple Juice,Allens Apple Juice,0.00,1.01,13.00,JUICE
03306000,03306000,0.00,2.83,13.00,LIGHTER
Smoke it lighter,Smoke it lighter,0.00,5.64,13.00,LIGHTER
Special Blue,Special Blue,0.00,9.03,13.00,LIGHTER
VB Lighter,VB Lighter,0.00,4.51,13.00,LIGHTER
Xlite lighter,Xlite lighter,0.00,2.25,13.00,LIGHTER
$12 LOTTO MAX,OLG,0.00,12.00,0.00,LOTTERY
$15/ 649,olg,0.00,15.00,0.00,LOTTERY
$20 LOTTO MAX.2 DRA,OLG,0.00,20.00,0.00,LOTTERY
$5 ONTARIO,ONTARIO 49,0.00,5.00,0.00,LOTTERY
$50 K,$50 K,0.00,50.00,0.00,LOTTERY
11 $LOTTO MAX,LOTTO MAX,0.00,11.00,0.00,LOTTERY
2 DRAW 649,OLG,0.00,14.00,0.00,LOTTERY
30 crossword,30 crossword,0.00,30.00,0.00,LOTTERY
649 $7.00,LOTTO 649,0.00,7.00,0.00,LOTTERY
649/LIGHTING LOTTO,OLG,0.00,8.00,0.00,LOTTERY
649/OKER,OLG,0.00,3.00,0.00,LOTTERY
649/POK/.MEGA.LIG/.GRAND,OLG,0.00,4.00,0.00,LOTTERY
big money pay day 30,big money pay day 30,0.00,30.00,0.00,LOTTERY
big spin 5,big spin 5,0.00,5.00,0.00,LOTTERY
bigger spin,bigger spin,0.00,10.00,0.00,LOTTERY
Bingo $3,Bingo $3,0.00,3.00,0.00,LOTTERY
bingo 10$,bingo 10$,0.00,10.00,0.00,LOTTERY
bingo doubler 5,bingo doubler 5,0.00,5.00,0.00,LOTTERY
cash for life,cash for life,0.00,4.00,0.00,LOTTERY
cash in 10,cash in 10,0.00,10.00,0.00,LOTTERY
cross word 10$,cross word 10$,0.00,10.00,0.00,LOTTERY
Crossword $3,Crossword $3,0.00,3.00,0.00,LOTTERY
crossword trilpler 5,crossword trilpler 5,0.00,5.00,0.00,LOTTERY
Instant 30X,Instant 30X,0.00,30.00,0.00,LOTTERY
"LOT, MAX 10 DRAW.$50",OLG,0.00,50.00,0.00,LOTTERY
LOTO MAX $30,OLG,0.00,30.00,0.00,LOTTERY
LOTO MAX 2 DRAW.$22,OLG,0.00,22.00,0.00,LOTTERY
LOTTO 649 $13,OLG,0.00,13.00,0.00,LOTTERY
LOTTO 649 $19,OLG,0.00,19.00,0.00,LOTTERY
LOTTO 649 $31,OLG,0.00,31.00,0.00,LOTTERY
LOTTO MAX $18.00,OLG,0.00,18.00,0.00,LOTTERY
LOTTO MAX $25,OLG,0.00,25.00,0.00,LOTTERY
LOTTO MAX$10,OLG,0.00,10.00,0.00,LOTTERY
MONEY MACHINE $5,MONEY MACHINE $5,0.00,5.00,0.00,LOTTERY
money multiplier,money multiplier,0.00,2.00,0.00,LOTTERY
plinko 5,plinko 5,0.00,5.00,0.00,LOTTERY
POK.MEGA.WHEE.LIGH.LOTARIO,OLG,0.00,2.00,0.00,LOTTERY
POKER /LOTARIO/TOP/649,OLG,0.00,1.00,0.00,LOTTERY
POKER LIGHT/LOTTO MAX,OLG,0.00,6.00,0.00,LOTTERY
POKER LOTTO,OLG,0.00,9.00,0.00,LOTTERY
power up,power up,0.00,5.00,0.00,LOTTERY
Roulette $3,Roulette $3,0.00,3.00,0.00,LOTTERY
Super $20,Super $20,0.00,20.00,0.00,LOTTERY
bounce 34,bounce 34,0.00,5.64,13.00,OTHER
hip flask,hip flask,0.00,11.29,13.00,OTHER
hip flask,hip flask,0.00,11.29,13.00,OTHER
KEY CUT,KEY CUT,0.00,4.52,13.00,OTHER
CABLE,CABLE,0.00,6.77,13.00,PARTY STUFF
Friskie turkey and Giblets Dinner 156g,Friskie turkey and Giblets Dinner 156g,0.00,2.47,13.00,PET FOOD
Friskie turkey Dinner 156g,Friskie turkey Dinner 156g,0.00,2.00,13.00,PET FOOD
FRISKIES CHEF'S DINNER,FRISKIES CHEF'S DINNER,0.00,1.68,13.00,PET FOOD
FRISKIES CHICKEN & SALMON DINNER,FRISKIES CHICKEN & SALMON DINNER,0.00,2.00,13.00,PET FOOD
FRISKIES CHICKEN DINNER,FRISKIES CHICKEN DINNER,0.00,1.68,13.00,PET FOOD
FRISKIES CHICKEN DINNER IN GRAVEY,FRISKIES CHICKEN DINNER IN GRAVEY,0.00,1.68,13.00,PET FOOD
FRISKIES OCEAN WHITEFISH TUNA,FRISKIES OCEAN WHITEFISH TUNA,0.00,1.68,13.00,PET FOOD
FRISKIES SALMON DINNER,FRISKIES SALMON DINNER,0.00,2.00,13.00,PET FOOD
FRISKIES SEAFOOD SUPREME,FRISKIES SEAFOOD SUPREME,0.00,2.00,13.00,PET FOOD
FRISKIES TURKEY & CHEESE DINNER,FRISKIES TURKEY & CHEESE DINNER,0.00,2.00,13.00,PET FOOD
Whiskas Seafood 670g,Whiskas Seafood 670g,0.00,9.03,13.00,PET FOOD
GOOD CALL 2.5,GOOD CALL 2.5,0.00,2.83,13.00,phone card
Arizona hard lemon Flavour,Arizona hard lemon Flavour,0.00,3.93,13.00,R.T.D.
Black Fly Crushed Orange 473ML,Black Fly Crushed Orange 473ML,3.49,4.04,13.00,R.T.D.
Black Fly Sour Grape 473ML,Black Fly Sour Grape 473ML,0.00,4.04,13.00,R.T.D.
BLACK FLY TEQUILA SUNRISE 473ML,BLACK FLY TEQUILA SUNRISE 473ML,2.54,4.04,13.00,R.T.D.
Black fly vodka grapefruit 4*400,Black fly vodka grapefruit 4*400,11.99,13.95,13.00,R.T.D.
Clamato Original,Clamato Original,0.00,4.61,13.00,R.T.D.
Clamato Spicy,Clamato Spicy,0.00,4.61,13.00,R.T.D.
COORS SELTZER SLUSHIE GRAPE 473ML,COORS SELTZER SLUSHIE GRAPE 473ML,0.00,4.16,13.00,R.T.D.
Crown royal whisky cola,Crown royal whisky cola,0.00,4.04,13.00,R.T.D.
Jameson Whiskey Lemonade,Jameson Whiskey Lemonade,0.00,4.50,13.00,R.T.D.
Mikes Hard Blue Freeze,Mikes Hard Blue Freeze,0.00,4.04,13.00,R.T.D.
Mikes Harder Straw Lemonade,Mikes Harder Straw Lemonade,0.00,4.04,13.00,R.T.D.
Nutrl Blackberry,Nutrl Blackberry,0.00,4.38,13.00,R.T.D.
Nutrl Grape,Nutrl Grape,0.00,4.04,13.00,R.T.D.
nutrl lemon 473 ml,nutrl lemon 473 ml,2.89,4.04,13.00,R.T.D.
Sun Cruiser,Sun Cruiser,0.00,4.04,13.00,R.T.D.
Twisted tea extreme Blue Razz,Twisted tea extreme Blue Razz,2.50,4.00,13.00,R.T.D.
Twisted Tea Extreme Lemon,Twisted Tea Extreme Lemon,0.00,4.00,13.00,R.T.D.
Twisted Tea Part Pack,Twisted Tea Part Pack,0.00,33.89,13.00,R.T.D.
White Claw Blackberry 473ML,White Claw Blackberry 473ML,3.15,4.04,13.00,R.T.D.
White Claw Hard Seltzer Black Cherry 473,White Claw Hard Seltzer Black Cherry 473ML,3.00,4.04,13.00,R.T.D.
White claw lime 473ml,White claw lime 473ml,3.00,4.04,13.00,R.T.D.
White Claw surge,White Claw surge,0.00,4.38,13.00,R.T.D.
BRASS LOCK 25MM,BRASS LOCK 25MM,0.00,3.50,13.00,SEASONAL
HARIBO GOLD BEARS 150G,HARIBO GOLD BEARS 150G,0.00,3.94,13.00,SNACK
Lady Sarah Hazel Nut,Lady Sarah Hazel Nut,0.00,3.72,13.00,SNACK
LADY SARAH Strawberry,LADY SARAH Strawberry,0.00,3.72,13.00,SNACK
Lays Small Ketchup,Lays Small Ketchup,0.00,1.13,13.00,SNACK
Little Hearts,Little Hearts,0.00,2.25,13.00,SNACK
Real Kimchi Noodle,Real Kimchi Noodle,0.00,4.51,13.00,SNACK
Dare Mallow,Dare Mallow,0.00,3.96,13.00,SNACKS
BICYCLE PLAYING CARDS,BICYCLE PLAYING CARDS,2.99,4.51,13.00,STATIONARY
Backwoods port 5 Pack,Backwoods port 5 Pack,0.00,15.00,13.00,TOBACCO
BACKWOODS RUM.,BACKWOODS RUM.,0.00,15.50,13.00,TOBACCO
Belmont  20 ks,Belmont  20 ks,0.00,18.50,13.00,TOBACCO
Belmont  20 RG,Belmont  20 RG,0.00,18.50,13.00,TOBACCO
Belmont  KS 25,Belmont  KS 25,0.00,23.00,13.00,TOBACCO
Belmont KS 25 Carton,Belmont KS 25 Carton,0.00,173.00,13.00,TOBACCO
Belmont RG25,Belmont RG25,0.00,23.00,13.00,TOBACCO
belmont select 20k,belmont select 20k,0.00,18.50,13.00,TOBACCO
Belmont Select 25 K Carton,Belmont Select 25 K Carton,0.00,173.00,13.00,TOBACCO
Belmont select KS,Belmont select KS,0.00,23.00,13.00,TOBACCO
Belmont select RG 25,Belmont select RG 25,0.00,23.00,13.00,TOBACCO
Belmont select small rg 20,Belmont select small rg 20,0.00,18.50,13.00,TOBACCO
Benson and Hedges Carton,Benson and Hedges Carton,0.00,180.01,13.00,TOBACCO
Benson and Hedges delux 20k,Benson and Hedges delux 20k,0.00,18.50,13.00,TOBACCO
Benson and Hedges Deluxe KS 20 carton,Benson and Hedges Deluxe KS 20 carton,0.00,141.00,13.00,TOBACCO
Benson and Hedges prime 25,Benson and Hedges prime 25,0.00,23.00,13.00,TOBACCO
Blackwood Whissky Tobacco,Blackwood Whissky Tobacco,0.00,16.95,13.00,TOBACCO
CAMEL ORIGINAL KS 20,CAMEL ORIGINAL KS 20,0.00,13.75,13.00,TOBACCO
Camel select 20,Camel select 20,0.00,13.75,13.00,TOBACCO
CAMEL SMOOTH LK,CAMEL SMOOTH LK,0.00,16.75,13.00,TOBACCO
CIGARS,CIGARS,0.00,0.00,13.00,TOBACCO
DRUM ORIGINAL VAPE & CIGARATTE TOBACCO 5,DRUM ORIGINAL VAPE & CIGARATTE TOBACCO 50G,0.00,44.07,13.00,TOBACCO
Drum Premier 50g,Drum Premier 50g,0.00,44.07,13.00,TOBACCO
Du Maurier Distinct 20 Ks,Du Maurier Distinct 20 Ks,0.00,18.50,13.00,TOBACCO
Du Maurier Distinct 20 Rg,Du Maurier Distinct 20 Rg,0.00,18.00,13.00,TOBACCO
Du Maurier Distinct 25 Ks,Du Maurier Distinct 25 Ks,0.00,23.00,13.00,TOBACCO
Du Maurier signature 20 ks,Du Maurier signature 20 ks,0.00,18.50,13.00,TOBACCO
Du Maurier signature 20 Rg,Du Maurier signature 20 Rg,0.00,18.50,13.00,TOBACCO
Du Maurier Signature 25 k,Du Maurier Signature 25 k,0.00,23.00,13.00,TOBACCO
Du Maurier Signature 25 Rg,Du Maurier Signature 25 Rg,0.00,23.00,13.00,TOBACCO
Du Maurier Smooth 20 Ks,Du Maurier Smooth 20 Ks,0.00,18.00,13.00,TOBACCO
Du Maurier Smooth 20 Rg,Du Maurier Smooth 20 Rg,0.00,18.00,13.00,TOBACCO
Du Maurier Smooth 25 Ks,Du Maurier Smooth 25 Ks,0.00,23.00,13.00,TOBACCO
Du Maurier Special 20 ks,Du Maurier Special 20 ks,0.00,21.75,13.00,TOBACCO
EXPORT A FINE,EXPORT A FINE,0.00,21.50,13.00,TOBACCO
EXPORT A FINE RG 25,EXPORT A FINE RG 25,0.00,21.50,13.00,TOBACCO
Export A Full,Export A Full,0.00,4.99,13.00,TOBACCO
High Tea Blunt Wraps Blueberry,High Tea Blunt Wraps Blueberry,0.00,3.50,13.00,TOBACCO
High Tea Blunt Wraps Mango,High Tea Blunt Wraps Mango,0.00,3.50,13.00,TOBACCO
IQOS IIUMA ONE PEBBLE BEIGE,IQOS IIUMA ONE PEBBLE BEIGE,0.00,57.62,13.00,TOBACCO
KING SIZE RAW PAPER,KING SIZE RAW PAPER,0.00,3.50,13.00,TOBACCO
LD BOLD KS 25,LD BOLD KS 25,0.00,16.75,13.00,TOBACCO
LD MEDIUM KS 20,LD MEDIUM KS 20,0.00,13.75,13.00,TOBACCO
LD SMOOTH KS 25,LD SMOOTH KS 25,0.00,16.75,13.00,TOBACCO
LD STANDARD BOLD,LD STANDARD BOLD,0.00,16.75,13.00,TOBACCO
LD Standard Bold KS 20,LD Standard Bold KS 20,0.00,13.75,13.00,TOBACCO
MACDONALD ORIGINAL 20 KS,MACDONALD ORIGINAL 20 KS,0.00,15.00,13.00,TOBACCO
MACDONALD ORIGINAL 25 KS,MACDONALD ORIGINAL 25 KS,0.00,18.00,13.00,TOBACCO
MARLBORO 20,MARLBORO 20,0.00,15.50,13.00,TOBACCO
MARLBORO 25 KS,MARLBORO 25 KS,0.00,18.75,13.00,TOBACCO
MARLBORO SMOOTH,MARLBORO SMOOTH,0.00,15.50,13.00,TOBACCO
Match 20,Match 20,0.00,11.01,13.00,TOBACCO
Match 20 K Carton,Match 20 K Carton,0.00,108.01,13.00,TOBACCO
Match 25 K Carton,Match 25 K Carton,0.00,108.01,13.00,TOBACCO
match chic  king size,match chic  king size,9.11,13.75,13.00,TOBACCO
Match Chic 20,Match Chic 20,0.00,11.01,13.00,TOBACCO
Match Chic 20 K,Match Chic 20 K,0.00,108.01,13.00,TOBACCO
Match Chic 25 K Caton,Match Chic 25 K Caton,0.00,108.01,13.00,TOBACCO
match king size,match king size,0.00,13.75,13.00,TOBACCO
Matinee mellow KS 25,Matinee mellow KS 25,0.00,26.00,13.00,TOBACCO
Matinee Subtle KS 20,Matinee Subtle KS 20,0.00,21.00,13.00,TOBACCO
Matinee subtle KS 25,Matinee subtle KS 25,0.00,23.73,13.00,TOBACCO
Next Extra KS 20 Carton,Next Extra KS 20 Carton,0.00,135.00,13.00,TOBACCO
Next Extra KS 25 carton,Next Extra KS 25 carton,0.00,140.00,13.00,TOBACCO
Next ORIGINAL KS 20,Next ORIGINAL KS 20,0.00,14.50,13.00,TOBACCO
Next Original KS 20 carton,Next Original KS 20 carton,0.00,134.99,13.00,TOBACCO
Next original KS 25,Next original KS 25,0.00,18.00,13.00,TOBACCO
Next Original KS 25 carton,Next Original KS 25 carton,0.00,140.00,13.00,TOBACCO
Next original RG 25,Next original RG 25,0.00,18.00,13.00,TOBACCO
Next SMOOTH KS 25,Next SMOOTH KS 25,0.00,18.00,13.00,TOBACCO
Next XTRA KS 20,Next XTRA KS 20,0.00,14.50,13.00,TOBACCO
Next Xtra KS 25,Next Xtra KS 25,0.00,18.00,13.00,TOBACCO
Next Xtra Tobacco,Next Xtra Tobacco,0.00,35.03,13.00,TOBACCO
OCB KS,OCB KS,0.00,2.83,13.00,TOBACCO
Pall Mall Bold cart.,Pall Mall Bold cart.,0.00,135.04,13.00,TOBACCO
PALL MALLSP XL FULL KS,PALL MALLSP XL FULL KS,0.00,17.00,13.00,TOBACCO
Philip Morris original 20 ks,Philip Morris original 20 ks,0.00,14.50,13.00,TOBACCO
Philip Morris special 20 ks,Philip Morris special 20 ks,0.00,14.50,13.00,TOBACCO
Phillies Blunt Chocolate 5 Cigar/Pack,Phillies Blunt Chocolate 5 Cigar/Pack,0.00,13.25,13.00,TOBACCO
Phillies strawberry 5pk,Phillies strawberry 5pk,0.00,13.25,13.00,TOBACCO
PLAYER  25 RG,PLAYER  25 RG,0.00,25.88,13.00,TOBACCO
PLAYER SMOOTH 25 KS,PLAYER SMOOTH 25 KS,0.00,25.88,13.00,TOBACCO
PLAYERS SMOOTH  20 KS,PLAYERS SMOOTH  20 KS,0.00,20.68,13.00,TOBACCO
